id,source,policy_text,best_article_number,heuristic_score,semantic_score,llm_verdict,llm_score,llm_assessment,combined_score,combined_label
www_nasa_gov_privacy_001,www_nasa_gov_privacy,"nasa web privacy policy and important notices - nasa due to the lapse in federal government funding, nasa is not updating this website. explore search news  events news  events news releases recently published video series on nasa podcasts  audio blogs newsletters social media media resources events...",8,0.542,0.045,Non-compliant,0.0,"Article: Article 8 — Conditions applicable to child' end consents in relation to information society services.
Verdict: Non-compliant.
Why: The paragraph does not address the specific provisions for children's consent under GDPR, and fails to verify age or obtain parental permission as required by Article 8 (1). It also does not mention reasonable efforts to check if a child has been given proper consents from guardians where necessary.
Fix: Update privacy policy with specific sections explaining how NASA will address children's consent according to GDPR standards, including verification methods for parental permissions and age checks before processing personal data of minors under 16 years old or obtaining explicit consent when the holder is between 13-15.",0.147,Likely non-compliant
www_hulu_com_privacy_001,www_hulu_com_privacy,"disney  stream movies, tv shows, documentaries  more  u.s. site log in stream  scream with halloween favorites new  upcoming from disney and hulu streaming october 29 streaming october 29 top 10 in the us today 1993 1993 2025 2022 2012 2015 2025 2025 2001 2003 choose your plan use the drop-down menu...",12,0.417,0.011,Partially compliant,0.5,"Article: Article 12 — Transparent information, communication and modalities for the exercise of data subject rights.
Verdict: Partially compliant.
Why: The paragraph includes links to multiple services but lacks clear language addressing specific user rights under GDPR Articles 13-20 as required by Article 12. It also fails to provide concise and easily accessible information on data processing related to these articles. However, some efforts are made towards accessibility of this kind of info through dropdown menus or select options in the context given.
Fix: Include transparent statements about specific user rights under GDPR Articles 13-20 directly next to relevant links and service comparisons with clear language on how these services handle data subject information requests, consent withdrawal processes, etc., as per Article requirements.",0.357,Partially compliant
www_gsk_com_privacy_001,www_gsk_com_privacy,"general privacy notice you are leaving the site you are about to leave a gsk website. by clicking this link, you will be taken to a website that is independent from gsk. the site you are linking to is not controlled or endorsed by gsk and gsk is not responsible for the content provided on that site....",14,0.667,0.138,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph mentions providing information about purposes of processing and legal basis for handling sensitive health-related data, but lacks specific details such as contact information or third country transfer statements required by GDPR Article 14.
Fix: Include the controller's EU representative address, email, phone number, and a clear statement on how to obtain this privacy notice if it was not previously provided directly. Also ensure that any intended transfers of personal data outside the European Economic Area (EEA) are in compliance with GDPR transfer rules or have appropriate safeguards in place as per Article 14(e).",0.451,Partially compliant
www_who_int_privacy_001,www_who_int_privacy,privacy policy skip to main content global regions who regional websites africa americas south-east asia europe eastern mediterranean western pacific when autocomplete results are available use up and down arrows to review and enter to select. select language select language english العربية 中文 franç...,13,0.5,0.119,Partially compliant,0.5,"Article: Article 13 — Information to be provided where personal data are collected from the data subject.
Verdict: Partially compliant
Why: The paragraph includes some elements of required information, but it lacks a clear explanation regarding legitimate interests and transferring data outside Europe; additionally, specific contact details for representative or officer should also be included where applicable (Point c & f).
Fix: Include detailed purposes of processing along with the legal basis within the paragraph. Clarify any intended transfers to third countries/organizations as well as mentioning adequacy decisions and safeguards if in place, while providing explicit contact details for representative or officer where relevant.",0.405,Partially compliant
www_mayoclinic_org_privacy_001,www_mayoclinic_org_privacy,privacy policy - mayo clinic skip to content care at mayo clinic patient-centered care about mayo clinic request appointment find a doctor locations clinical trials connect to support groups patient  visitor guide billing  insurance departments  centers international services contact us patient  vis...,14,0.75,0.092,Partially compliant,0.5,"Article: Article 14 - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially Compliant
Why: The paragraph does provide some of the required information, such as contact details for patient-centered care and billing/insurance departments but lacks specific identification on its own legal basis or purpose (point c), nor explicitly mentions transferring personal data to third countries without an adequacy decision.
Fix: Clearly state the purposes of processing and the legal basis in accordance with GDPR Article 14(1)(c) within accessible sections of their privacy policy, ensuring transparency for non-obtained user information requests.",0.46,Partially compliant
vercel_com_privacy_001,vercel_com_privacy,"privacy policy products ai cloud ai sdk the ai toolkit for typescript ai gateway one endpoint, all your models vercel agent an agent that knows your stack core platform ci/cd helping teams ship 6 faster content delivery fast, scalable, and reliable fluid compute servers, in serverless form observabi...",14,0.75,0.195,Partially compliant,0.5,"Article: Article 14 – Right of access by the data subject to personal data.
Verdict: Partially compliant with some missing details and unclear reference points.
Why: The paragraph does not clearly identify itself as a privacy policy, nor provide explicit information regarding purposes or legal basis for processing under GDPR Article 14(1)(c). Additionally, it lacks specific mention of data transfer to third countries (Article 14(f)).
Fix: Add clear identification as the AI company's Privacy Policy and specify compliance with GDPR by providing detailed purposes for processing personal data collected along with explicit legal basis. If applicable, clearly state whether or not there are transfers of EU citizens’ data to third countries and mention adequacy decisions or appropriate safeguards in place (Article 14(f)).",0.486,Partially compliant
www_atlassian_com_privacy_001,www_atlassian_com_privacy,privacy policy  atlassian close view this page in your language ? all languages choose your language 中文 deutsch english español français italiano 한국어 nederlands 日本語 português pусский polski get it free products featured developers product managers it professionals business teams leadership teams fea...,14,0.833,0.146,Non-compliant,0.0,"Article: Article 14 — Right to information (not directly related but relevant for the general context)
Verdict: Non-compliant
Why: The paragraph lacks a complete set of personal data processing details as required by GDPR. It provides placeholders and incomplete sections without actual contact information, legal basis or transfer intentions regarding third countries.
Fix: Remove placeholder text for compliance statements, ensure that all relevant company names, addresses, phone numbers, emails are provided accurately, explicitly state the intended purposes of data processing with legitimate GDPR-compliant legal bases, and detail any international data transfers including safeguards or consent.",0.245,Likely non-compliant
edition_cnn_com_privacy_001,edition_cnn_com_privacy,b2c  wbd privacy center b2c  wbd privacy center processing error  close privacy center our privacy approach privacy policy terms of use cookie settings tm   2025 all rights reserved.,6,0.417,0.024,Partially compliant,0.5,"Article: Article 6 — Lawfulness of processing under GDPR.
Verdict: Partially compliant
Why: The paragraph acknowledges the necessity for lawful purpose, but lacks specific details about consent or legal obligation which are required elements according to point (a) and (c). It also fails to provide explicit information on how privacy is being upheld.
Fix: Include clear statements of obtaining valid consent in accordance with GDPR regulations, detail the contractual basis for processing if applicable, specify compliance with legal obligations as per Article 6(1)(c), and clearly explain data protection measures undertaken by Company XYZ to secure personal data.

The paragraph's lack of specificity regarding consent mechanisms or lawful bases makes it only partially compliant with GDPR article 6, which mandates clarity on the reasons for processing personal information within a legal framework that respects individual rights and protections under privacy regulations.",0.36,Partially compliant
www_paypal_com_privacy_001,www_paypal_com_privacy,"paypal privacy statement menu back to home page download printable pdf paypal privacy statement paypal privacy statement last updated on february 13, 2025 overview paypal, inc. (we, our, us, paypal) provides this privacy statement to describe our use of your personal information when you use your pa...",14,0.667,0.115,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph indicates that it seeks consent for processing, which aligns with GDPR principles but lacks clear details about legal basis and categories of recipients as required by Article 14. It also doesn't mention if the data subjects are provided information in a language easily understood or accessible formats (like Braille).
Fix: Include explicit statements regarding the processing purpose, its lawfulness grounded under GDPR principles like consent for legitimate interests while ensuring that these grounds cannot override contractual necessity. Clearly state categories of recipients and mention accessibility options in compliance with Article 14(2)(e) requirements.",0.445,Partially compliant
www_lyft_com_privacy_001,www_lyft_com_privacy,"lyft privacy policy driver rider business sign up en select language english español (estados unidos) français (canada) select language english español (estados unidos) français (canada) lyft privacy policy last updated: december 13, 2024 to power lyft and your experience, we need to collect, use, a...",14,0.542,0.071,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph mentions providing information about purposes of processing and categories of personal data, but lacks details on data protection officer's contact (when applicable) which is required under Article 14(2)(b).
Fix: Add a sentence that includes the identity and contact details of your Data Protection Officer if one exists.",0.403,Partially compliant
zapier_com_privacy_001,zapier_com_privacy,"zapier privacy policy skip to content products zapier automation platform no-code automation across 8,000 apps products zaps do-it-yourself automation for workflows tables databases designed for workflows interfaces custom pages to power your workflows capabilities app integrations explore 8,000 app...",14,0.583,0.127,Partially compliant,0.5,"Article: Article 14(1) GDPR - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph provides some required information, like identity of controller and purpose for processing but lacks clear details on legal basis for transferring data internationally without specifying adequacy decisions or safeguards.
Fix: Clearly state the legal basis for any international transfers (e.g., standard contractual clauses) in place instead of referring to ""appropriate"" ones and mention if an EU Commission decision exists regarding these third countries/organizations, as required by Article 14(6).",0.428,Partially compliant
www_heart_org_privacy_001,www_heart_org_privacy,not found  american heart association  american heart association skip to main content alert 2025 guidelines for cpr and ecc released top 10 things to know  heart attack and stroke symptoms volunteer learn cpr shopheart donate once donate monthly donate search close menu trending search find my cpr ...,80,0.375,0.045,Partially compliant,0.5,"Article: Article 80 — Representation of data subjects (Nan)
Verdict: Partially compliant
Why: The paragraph acknowledges the right for a representative body to lodge complaints and exercise rights on behalf of data subjects, but it does not explicitly mention this in relation to GDPR.
Fix: Add an explicit reference or statement that connects the actions described with Article 80 (Representation of Data Subjects).",0.355,Partially compliant
www_lse_ac_uk_privacy_001,www_lse_ac_uk_privacy,privacy policy browser does not support script. skip to content london school of economics and political science search menu lse information toggle navigation accessibility statement privacy policy report a page terms of use cookie policy campus map travelling to lse trending at lse welcome informat...,13,0.5,0.086,Partially compliant,0.5,"Article: Article 13 — Information to be provided where personal data are collected from the data subject.

Verdict: Partially compliant.

Why: The paragraph does not mention all required information such as purposes of processing, legal basis for processing or details about third-country transfers in accordance with Article 13(1)(c) and (f). It also lacks specifics on the identity and contact details of the controller's representative.

Fix: Include a detailed paragraph stating the purpose and legal basis for data collection, provide complete information about third-country transfers including any adequacy decisions or safeguards in place as per Article 13(1)(f). Mention identity and contact details of both controller and representative if available.

---------------------------",0.397,Partially compliant
cloud_google_com_privacy_001,cloud_google_com_privacy,"privacy resource center  google cloud privacy resource center at google cloud, we create trust through transparency. these google cloud enterprise privacy commitments describe how we protect the privacy of google cloud platform and google workspace customers. get started for free your privacy is our...",13,0.417,0.038,Partially compliant,0.5,"Article: Article 13 — Information to be provided where personal data are collected from the data subject.
Verdict: Partially Compliant
Why: The paragraph mentions providing information about the identity and contact details of the controller but lacks specific mention of legal basis for processing, legitimate interests pursued by third parties if applicable, recipients or categories of recipient, fact that personal data may be transferred outside the EU.
Fix: Include explicit statements regarding all aspects outlined in GDPR Article 13(1), especially detailing the legal basis and referencing any relevant safeguards for international transfers where necessary.",0.364,Partially compliant
www_mit_edu_privacy_001,www_mit_edu_privacy,privacy  mit - massachusetts institute of technology skip to content  massachusetts institute of technology education research innovation admissions  aid campus life news alumni about mit lifelong learning give more  admissions  aid campus life news alumni about mit lifelong learning give menu  sear...,14,0.75,0.076,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.

Verdict: Partially compliant.

Why: The paragraph mentions providing some of the required information, but it does not clearly state how this will be implemented for non-data subjects or if a link is available for such individuals to easily access their rights as per GDPR Article 14(7). It also lacks specific contact details and explicit mention about transferring personal data outside the EU.

Fix: The website should clearly state how third-country recipients are informed of any international transfers, ensure a dedicated section is available for non-data subjects to access their rights under Article 14(7), including easy methods like email or phone contact details and links directly on relevant pages (such as the privacy statement).",0.457,Partially compliant
www_yale_edu_privacy_001,www_yale_edu_privacy,"privacy statement  university privacy office skip to main content yale university open main navigation close main navigation university privacy office home resources protecting your privacy home  resources  privacy statement privacy statement yale university privacy statement yale university, (yale ...",14,0.583,0.12,Partially compliant,0.5,"Article: Article 14 - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph acknowledges information categories as per GDPR but lacks specific details about transfer mechanisms for third countries and does not explicitly mention if it's processing non-consensually or with explicit consent, which is mandatory under Article 6(1).
Fix: Include a statement regarding the legal basis of personal data processing (e.g., contractual necessity) in accordance to GDPR provisions and clarify details about third country transfers including safeguards mentioned per Articles 46-50 or appropriate derogations under Article 49(3).",0.426,Partially compliant
www_fitbit_com_privacy_001,www_fitbit_com_privacy,"before you continue sign in sign in before you continue to google we use cookies and data to deliver and maintain google services track outages and protect against spam, fraud and abuse measure audience engagement and site statistics to understand how our services are used and enhance the quality of...",14,0.458,0.029,Partially compliant,0.5,"Article: Article 14 (Information to be provided where personal data have not been obtained from the data subject)
Verdict: Partially compliant
Why: The paragraph mentions that they will use cookies and data for additional purposes such as audience engagement, site statistics, ad effectiveness measurement, etc. However, it fails to provide specifics about these categories of recipients or purpose/legal basis information required by GDPR Article 14(c). It also does not mention the lack of personal data being obtained from the user which would require providing such details as per Article 14(a).
Fix: Explicitly inform users that their choice to accept all cookies will result in non-personalized content, and clearly state which purposes align with GDPR compliance. Provide detailed information about how personal data might be processed for the additional specified uses if applicable (e.g., mentioning website optimization) while reaffirming user consent is not required to provide such services without using cookies as per Article 14(c).",0.372,Partially compliant
www_stanford_edu_privacy_001,www_stanford_edu_privacy,online privacy policy  stanford university skip to content stanford university information for: students faculty  staff families visitors alumni search menu academics research health care campus life athletics admission about news events search term search stanford: web people search web other ways ...,13,0.792,0.202,Partially compliant,0.5,"Article: Article 13 — Information to be provided where personal data are collected from the data subject.
Verdict: Partially compliant.
Why: The paragraph does list some required information (identity, contact details of controller/representative) but lacks complete detail and structure as per GDPR requirements; also missing is a mention about legal basis for processing or legitimate interests when applicable.
Fix: Include all necessary points in the provided notice clearly stating each point's relevance to comply with Article 13, ens02746-compliance",0.498,Partially compliant
www_netlify_com_privacy_001,www_netlify_com_privacy,"privacy policy  netlify site navigation go to homepage skip to content search log in toggle main menu platform toggle platform submenu the netlify platform your app, live instantly. from ai tools or git to global deployment in seconds. everything included. explore the platform key features deploy pr...",13,0.833,0.212,Partially compliant,0.5,"Article: Article 13 (Information to be provided)
Verdict: Partially Compliant
Why: The paragraph mentions the purpose of processing and indicates legitimate interests but lacks comprehensive information about recipients, transfer outside the EU without adequacy decision or safeguards mentioned. It also fails in providing direct contact details for data subject's representative within GDPR context. 
Fix: Include specific categories of third-country recipients if personal data are transferred internationally and reference applicable decisions on such transfers, along with clear instructions to find the controller or representative directly via provided email/phone number (not merely a link). Provide fuller details about how subjects can seek further information regarding their rights under GDPR.",0.511,Partially compliant
www_coursera_org_privacy_001,www_coursera_org_privacy,"privacy notice  coursera log in join for free privacy notice u.s. state privacy laws notice data protection addendum cookies policy terms of use privacy notice effective: october 13, 2025. key information coursera, inc. is the data controller of the personal data we collect about you (i.e., the enti...",13,0.667,0.239,Partially compliant,0.5,"Article: Article 13 — Information to be provided where personal data are collected from the data subject.
Verdict: Partially compliant.
Why: The paragraph does provide information about the identity of the controller (Coursera, Inc.) and purpose of processing but lacks details on legal basis for transferring data to third countries or international organizations as required by GDPR in case d applies; it also omits mentioning if appropriate safeguards are mentioned.
Fix: Explicitly state the intended purposes of collection (like ""education""), the specifics about lawful grounds, and reference applicable transfer mechanisms such as adequacy decisions or suitable safeguards for any international data transfers in accordance with GDPR regulations when necessary information is missing.",0.476,Partially compliant
www_ucl_ac_uk_privacy_001,www_ucl_ac_uk_privacy,privacy  legal services - ucl  university college london close study research engage about give legal services home home privacy disclaimer ucl data protection ucl home legal services privacy privacy human rights related resources general privacy policy privacy notice for covid-19 nhs test  trace da...,4,0.542,0.064,Partially compliant,0.5,"Article: GDPR Article 4 — Definitions.  
Verdict: Partially Compliant.   
Why: The paragraph mentions ""privacy disclaimer"" and touches on various privacy-related topics, but it lacks a clear explanation of terms like 'personal data', 'processing' etc., which are essential under GDPR Article 4 Definitions.  
Fix: Include definitions for key concepts from the regulation to ensure complete understanding by all parties involved in handling personal information.",0.401,Partially compliant
www_tiktok_com_privacy_001,www_tiktok_com_privacy,"privacy policy  tiktok eea/uk/ch privacy policy effective date: 04 december 2024 introduction this privacy policy ( privacy policy ) applies to the personal information that tiktok processes in connection with tiktok apps, websites, software and related services (the  platform ), that link to or ref...",14,0.792,0.158,Partially compliant,0.5,"Article: Article 14(1) of GDPR — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially Compliant
Why: The paragraph does provide certain required information, such as purposes for processing and categories of personal data but lacks explicit mention about transfer recipients or adequacy decisions/safeguards related to transfers outside the EEA (European Economic Area).
Fix: Include a clear statement on whether any third-country transfers occur, if applicable. If they do and depending on legal bases for such transfers under GDPR Article 46 or other relevant articles mentioned in the paragraph, this should be clearly stated along with adequate safeguards implemented to protect data subjects' rights (e.g., Standard Contractual Clauses).",0.487,Partially compliant
www_cdc_gov_privacy_001,www_cdc_gov_privacy,cdc digital media channel privacy policy notice  other  cdc skip directly to site content skip directly to search español  other languages an official website of the united states government heres how you know official websites use .gov a .gov website belongs to an official government organization i...,14,0.583,0.065,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph informs about official .gov websites and sharing sensitive information securely, but it doesn't clearly mention legal basis for processing or describe categories of processed data as required by GDPR Article 14(c).
Fix: Revise the privacy policy notice to explicitly state the purposes of personal data use within the CDC website and identify specific categories involved in their processing activities.",0.412,Partially compliant
www_loreal_com_privacy_001,www_loreal_com_privacy,subcategorytitle: privacy policy for consumers go to content go to footer journalists suppliers investors  shareholders loréal groupe stock) or.pa  374.70 -0.15% group back group who we are our purpose our purpose back our purpose our purpose essentiality of beauty strategy  model quality  safety st...,13,0.625,0.23,Partially compliant,0.5,"Article: Article 13 (Information to be provided where personal data are collected from the data subject)
Verdict: Partially compliant
Why: The paragraph mentions some of the required information, but lacks details about legal basis for processing and specifics on recipients. It also doesn't indicate if there is an adequacy decision or appropriate safeguards in place where personal data are transferred outside the EU/EEA.
Fix: Include detailed purposes and intended uses of collected data (point c), explicitly state the legal basis for processing as required by GDPR Article 13(1)(d) along with necessary information regarding any potential third-party recipients or categories to which personal data will be disclosed (points e, f). Ensure that if there are international transfers of data outside EU/EEA regions, the paragraph confirms whether an adequacy decision exists and references suitable safeguards per Article 13(f) and corresponding articles.",0.464,Partially compliant
zoom_us_privacy_001,zoom_us_privacy,zoom privacy statement  zoom back products zoom workplace collaboration tools in an ai-first work platform. learn more learn more business services deliver personalized and seamless customer experiences. learn more learn more communication meetings video conferencing for teams meetings team chat sea...,14,0.792,0.111,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph does provide some of the required information such as a privacy statement and contact details, but it lacks specifics like legal basis for processing or categories of personal data concerned. 
Fix: Include detailed descriptions of each element (a-f) in Article 14 that pertain to your company's practices concerning third-country transfers without obtaining the individual’s consent, ensuring all GDPR requirements are met within these statements and notices.",0.476,Partially compliant
www_nhs_uk_privacy_001,www_nhs_uk_privacy,your privacy on the nhs website - nhs skip to main content search the nhs website search health a to z nhs services live well mental health care and support pregnancy home browse more home our policies back to our policies your privacy on the nhs website our privacy policy your privacy is important ...,14,0.708,0.19,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph does mention sharing information about contact details of the controller and providing purposes for processing, but it lacks specifics on how this policy applies when data is not directly collected from individuals (as per Article 14), nor mentions a GDPR representative if necessary. It also omits references to any decisions or safeguards regarding international transfers which could be relevant given the context of UK's NHS, post-Brexit status and potential transfer outside EU/EEA countries.
Fix: Include specific details about how information is provided when it hasn’t been obtained directly from data subjects (per Article 14). Clarify that this applies to all personal data processing activities on the website regardless of direct user input, ensure mentioning if a GDPR representative must be notified in case any other relevant entity handles their personal information and provide clear references about international transfers including adequacy decisions or appropriate safeguards as required by Article 14.",0.475,Partially compliant
www_coca-cola_com_privacy_001,www_coca-cola_com_privacy,"privacy policy skip to content welcome to the cocacola consumer privacy policy the cocacola company and its affiliates (together, cocacola or we ) take your right to privacy seriously. we appreciate that you trust us with your personal information and respecting your privacy is at the core of our in...",14,0.75,0.176,Partially compliant,0.5,"Article: Article 14 - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph provides some required information, such as purpose of processing and categories of personal data concerned but lacks details on recipients or third countries for international transfer (point c). Also missing is any mention of obtaining consent directly from the individual subject to ensure transparency about how they have given permission for their data use.
Fix: Explicitly identify all potential third-country recipients and describe safeguards in place, ensuring individuals understand where their personal information may be sent abroad (point f). Include a statement on obtaining explicit consent from the user to collect and process personal information (not covered by GDPR Article 14), with direct reference within this privacy policy.",0.482,Partially compliant
wise_com_privacy_001,wise_com_privacy,"privacy notices - wise personal wise account the international account for sending, spending and converting money like a local. explore features send money send large amounts receive money get a debit card earn returns pricing personal pricing business wise business the only account your start-up or...",48,0.458,0.028,Partially compliant,0.5,"Article: Article 48 - Conditions concerning the transfer or disclosure of personal data to third countries.  
Verdict: Partially Compliant  
Why: The paragraph mentions international transfers but lacks explicit consent mechanisms and legal bases for such actions, which are required by GDPR (General Data Protection Regulation). However, the offer seems safe under pre-GDPR conditions.   
Fix: Add a statement ensuring that all personal data is processed on strict compliance with GDPR provisions regarding international transfers and consent requirements where applicable.",0.372,Partially compliant
www_healthline_com_privacy_001,www_healthline_com_privacy,healthline privacy notice healthline health conditions health conditions all breast cancer cancer care caregiving for alzheimers disease chronic kidney disease chronic obstructive pulmonary disease (copd) digestive health eye health heart health menopause mental health migraine multiple sclerosis (m...,9,0.375,0.074,Partially compliant,0.5,"Article: Article 9 - Processing of special categories of personal data
Verdict: Partially compliant
Why: The paragraph mentions several health conditions, which could be considered as part of the 'special categories' under GDPR if they lead to processing that reveals racial or ethnic origin, political opinions, religious beliefs, etc. However, it is not clear from this snippet whether explicit consent was given for such data usage (b point).
Fix: Remove any reference to health conditions and ensure all mention of personal condition-related information complies with GDPR requirements regarding special categories processing by obtaining informed consent or demonstrating a legitimate interest that doesn't override the rights and freedoms of the data subject.",0.362,Partially compliant
